"EDGE_TYPE","FI Annotation","FI Direction","FI Score","interaction","name","selected","shared interaction","shared name"
"FI","complex","-","1.0",,"PNO1 (FI) RPP30","true",,"PNO1 (FI) RPP30"
"FI","complex","-","1.0",,"MRPL12 (FI) MRPL22","true",,"MRPL12 (FI) MRPL22"
"FI","reaction","-","1.0",,"BOP1 (FI) EBNA1BP2","true",,"BOP1 (FI) EBNA1BP2"
"FI","catalyzed by; complex; input","<-","1.0",,"CDC5L (FI) PRPF6","true",,"CDC5L (FI) PRPF6"
"FI","complex; input","-","1.0",,"FGB (FI) RAP1A","true",,"FGB (FI) RAP1A"
"FI","predicted","-","0.95",,"CDC5L (FI) PRPF3","true",,"CDC5L (FI) PRPF3"
"FI","complex; input","-","1.0",,"FGG (FI) ITGAM","true",,"FGG (FI) ITGAM"
"FI","complex; input","-","1.0",,"GFM1 (FI) MRPL22","true",,"GFM1 (FI) MRPL22"
"FI","complex","-","1.0",,"KRR1 (FI) MPHOSPH10","true",,"KRR1 (FI) MPHOSPH10"
"FI","catalyzed by; complex; input","<-","1.0",,"CDC5L (FI) PRPF8","true",,"CDC5L (FI) PRPF8"
"FI","predicted","-","0.89",,"DDX27 (FI) PA2G4","true",,"DDX27 (FI) PA2G4"
"FI","complex; input","-","1.0",,"FGG (FI) ITGAX","true",,"FGG (FI) ITGAX"
"FI","complex; input","-","1.0",,"DHX9 (FI) HNRNPU","true",,"DHX9 (FI) HNRNPU"
"FI","predicted","-","0.91",,"FERMT3 (FI) ITGAM","true",,"FERMT3 (FI) ITGAM"
"FI","complex; input","-","1.0",,"HEATR1 (FI) WDR75","true",,"HEATR1 (FI) WDR75"
"FI","activated by","<-","1.0",,"NOL6 (FI) RPS5","true",,"NOL6 (FI) RPS5"
"FI","PPrel: activation","->","1.0",,"FERMT3 (FI) ITGB3","true",,"FERMT3 (FI) ITGB3"
"FI","predicted","-","0.91",,"MRPL11 (FI) RPS5","true",,"MRPL11 (FI) RPS5"
"FI","predicted","-","0.95",,"DDX27 (FI) UTP14A","true",,"DDX27 (FI) UTP14A"
"FI","complex; input","-","1.0",,"KIF2A (FI) NUP43","true",,"KIF2A (FI) NUP43"
"FI","catalyzed by","<-","1.0",,"HNRNPC (FI) RANBP2","true",,"HNRNPC (FI) RANBP2"
"FI","activate","->","1.0",,"BOP1 (FI) NOL6","true",,"BOP1 (FI) NOL6"
"FI","predicted","-","0.9",,"HSPD1 (FI) PUF60","true",,"HSPD1 (FI) PUF60"
"FI","complex","-","1.0",,"RBM17 (FI) SNRPA1","true",,"RBM17 (FI) SNRPA1"
"FI","predicted","-","0.98",,"HSPA8 (FI) HSPA9","true",,"HSPA8 (FI) HSPA9"
"FI","catalyzed by; complex; input","<-","1.0",,"CDC5L (FI) DHX9","true",,"CDC5L (FI) DHX9"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL38 (FI) PTCD3","true",,"MRPL38 (FI) PTCD3"
"FI","predicted","-","0.9",,"PUS7 (FI) RBM28","true",,"PUS7 (FI) RBM28"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL12 (FI) PTCD3","true",,"MRPL12 (FI) PTCD3"
"FI","complex; input","-","1.0",,"HNRNPU (FI) RBM42","true",,"HNRNPU (FI) RBM42"
"FI","catalyze","->","1.0",,"LIG3 (FI) USP7","true",,"LIG3 (FI) USP7"
"FI","complex; input","-","1.0",,"DDX23 (FI) SNRPA1","true",,"DDX23 (FI) SNRPA1"
"FI","complex","-","1.0",,"CPSF3 (FI) DHX9","true",,"CPSF3 (FI) DHX9"
"FI","predicted","-","0.93",,"BAZ2A (FI) CHD4","true",,"BAZ2A (FI) CHD4"
"FI","complex","-","1.0",,"COL4A1 (FI) FN1","true",,"COL4A1 (FI) FN1"
"FI","catalyze; complex; input","->","1.0",,"DHX9 (FI) RBM22","true",,"DHX9 (FI) RBM22"
"FI","complex","-","1.0",,"NOC4L (FI) WDR3","true",,"NOC4L (FI) WDR3"
"FI","activated by; reaction","<-","1.0",,"BRAF (FI) IQGAP1","true",,"BRAF (FI) IQGAP1"
"FI","complex","-","1.0",,"NOP58 (FI) UTP14A","true",,"NOP58 (FI) UTP14A"
"FI","predicted","-","0.9",,"FERMT3 (FI) ITGB7","true",,"FERMT3 (FI) ITGB7"
"FI","complex","-","1.0",,"NOP58 (FI) UTP6","true",,"NOP58 (FI) UTP6"
"FI","complex; input","-","1.0",,"C4BPA (FI) PROS1","true",,"C4BPA (FI) PROS1"
"FI","predicted","-","0.95",,"EFTUD2 (FI) FRG1","true",,"EFTUD2 (FI) FRG1"
"FI","complex; input","-","1.0",,"DDX5 (FI) PRPF3","true",,"DDX5 (FI) PRPF3"
"FI","predicted","-","0.96",,"MRTO4 (FI) NOP2","true",,"MRTO4 (FI) NOP2"
"FI","predicted","-","0.94",,"KRR1 (FI) RSL1D1","true",,"KRR1 (FI) RSL1D1"
"FI","complex","-","1.0",,"METTL1 (FI) WDR4","true",,"METTL1 (FI) WDR4"
"FI","complex; input","-","1.0",,"DHX9 (FI) RBM10","true",,"DHX9 (FI) RBM10"
"FI","predicted","-","0.91",,"CHEK2 (FI) MCM7","true",,"CHEK2 (FI) MCM7"
"FI","predicted","-","0.94",,"RBM28 (FI) RSL1D1","true",,"RBM28 (FI) RSL1D1"
"FI","catalyze; complex; input","->","1.0",,"DHX9 (FI) RBM17","true",,"DHX9 (FI) RBM17"
"FI","catalyzed by; complex; input","<-","1.0",,"CDC5L (FI) POLR2B","true",,"CDC5L (FI) POLR2B"
"FI","complex; input","-","1.0",,"DDX5 (FI) PRPF6","true",,"DDX5 (FI) PRPF6"
"FI","complex; input","-","1.0",,"CTDP1 (FI) SSRP1","true",,"CTDP1 (FI) SSRP1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL33 (FI) PTCD3","true",,"MRPL33 (FI) PTCD3"
"FI","complex; input","-","1.0",,"DDX5 (FI) PRPF8","true",,"DDX5 (FI) PRPF8"
"FI","predicted","-","0.92",,"DDX21 (FI) NOP56","true",,"DDX21 (FI) NOP56"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL17 (FI) PTCD3","true",,"MRPL17 (FI) PTCD3"
"FI","predicted","-","0.95",,"HSPA8 (FI) HSPD1","true",,"HSPA8 (FI) HSPD1"
"FI","catalyze; complex; input","->","1.0",,"DDX46 (FI) HSPA8","true",,"DDX46 (FI) HSPA8"
"FI","catalyze; complex; input","->","1.0",,"HNRNPU (FI) RBM22","true",,"HNRNPU (FI) RBM22"
"FI","complex","-","1.0",,"PUF60 (FI) SF3B3","true",,"PUF60 (FI) SF3B3"
"FI","predicted","-","0.9",,"HNRNPU (FI) MYBBP1A","true",,"HNRNPU (FI) MYBBP1A"
"FI","predicted","-","0.93",,"MRPL13 (FI) RPL13A","true",,"MRPL13 (FI) RPL13A"
"FI","catalyze; complex; input","->","1.0",,"HNRNPU (FI) RBM17","true",,"HNRNPU (FI) RBM17"
"FI","complex; input","-","1.0",,"CKAP5 (FI) SMC1A","true",,"CKAP5 (FI) SMC1A"
"FI","predicted","-","0.93",,"GTPBP4 (FI) NOP58","true",,"GTPBP4 (FI) NOP58"
"FI","PPrel: activation; complex; input","->","1.0",,"COMP (FI) ITGA5","true",,"COMP (FI) ITGA5"
"FI","predicted","-","0.94",,"GTPBP4 (FI) NOP56","true",,"GTPBP4 (FI) NOP56"
"FI","predicted","-","0.91",,"HNRNPU (FI) IQGAP1","true",,"HNRNPU (FI) IQGAP1"
"FI","complex; input","-","1.0",,"LAMC1 (FI) NID2","true",,"LAMC1 (FI) NID2"
"FI","activated by; complex; input","<-","1.0",,"MPHOSPH10 (FI) UTP15","true",,"MPHOSPH10 (FI) UTP15"
"FI","PPrel: binding/association; complex; input","-","1.0",,"TUBA4A (FI) TUBB4A","true",,"TUBA4A (FI) TUBB4A"
"FI","PPrel: binding/association; complex; input","-","1.0",,"TUBA4A (FI) TUBB4B","true",,"TUBA4A (FI) TUBB4B"
"FI","activate","->","1.0",,"BOP1 (FI) EMG1","true",,"BOP1 (FI) EMG1"
"FI","catalyze; complex; input","->","1.0",,"RBM10 (FI) RBM17","true",,"RBM10 (FI) RBM17"
"FI","predicted","-","0.9",,"CLU (FI) FGB","true",,"CLU (FI) FGB"
"FI","catalyze; complex; input","->","1.0",,"HNRNPC (FI) PLRG1","true",,"HNRNPC (FI) PLRG1"
"FI","catalyze","->","1.0",,"LIG3 (FI) RFC4","true",,"LIG3 (FI) RFC4"
"FI","catalyze","->","1.0",,"LIG3 (FI) RFC2","true",,"LIG3 (FI) RFC2"
"FI","complex; input","-","1.0",,"CDK7 (FI) SRRT","true",,"CDK7 (FI) SRRT"
"FI","complex","-","1.0",,"MRPS18B (FI) MRPS7","true",,"MRPS18B (FI) MRPS7"
"FI","predicted","-","0.93",,"PRKDC (FI) SMARCA5","true",,"PRKDC (FI) SMARCA5"
"FI","complex","-","1.0",,"MRPS18B (FI) MRPS2","true",,"MRPS18B (FI) MRPS2"
"FI","catalyze; complex; input","->","1.0",,"RBM10 (FI) RBM22","true",,"RBM10 (FI) RBM22"
"FI","complex; input","-","1.0",,"DDX5 (FI) SNRNP200","true",,"DDX5 (FI) SNRNP200"
"FI","complex; input","-","1.0",,"AAAS (FI) NUP107","true",,"AAAS (FI) NUP107"
"FI","predicted","-","0.9",,"HNRNPU (FI) HSD17B4","true",,"HNRNPU (FI) HSD17B4"
"FI","predicted","-","0.91",,"CAPRIN1 (FI) CNOT1","true",,"CAPRIN1 (FI) CNOT1"
"FI","catalyze; complex; input","->","1.0",,"NUP205 (FI) RANBP2","true",,"NUP205 (FI) RANBP2"
"FI","complex; input","-","1.0",,"NUP153 (FI) NUP205","true",,"NUP153 (FI) NUP205"
"FI","complex; input","-","1.0",,"DDX23 (FI) SF3B3","true",,"DDX23 (FI) SF3B3"
"FI","complex; input","-","1.0",,"RPL13A (FI) UPF1","true",,"RPL13A (FI) UPF1"
"FI","complex","-","1.0",,"CCT7 (FI) TCP1","true",,"CCT7 (FI) TCP1"
"FI","complex; input","-","1.0",,"SF3B3 (FI) SNRNP200","true",,"SF3B3 (FI) SNRNP200"
"FI","predicted","-","0.91",,"CSE1L (FI) TUBB4B","true",,"CSE1L (FI) TUBB4B"
"FI","catalyze","->","1.0",,"EXOSC9 (FI) WDR75","true",,"EXOSC9 (FI) WDR75"
"FI","complex","-","1.0",,"FIP1L1 (FI) PUF60","true",,"FIP1L1 (FI) PUF60"
"FI","predicted","-","0.9",,"HNRNPU (FI) HUWE1","true",,"HNRNPU (FI) HUWE1"
"FI","reaction","-","1.0",,"HEATR1 (FI) NIP7","true",,"HEATR1 (FI) NIP7"
"FI","complex; input","-","1.0",,"AAAS (FI) NUP133","true",,"AAAS (FI) NUP133"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL9 (FI) MRPS17","true",,"MRPL9 (FI) MRPS17"
"FI","complex; input","-","1.0",,"RBM10 (FI) RBM42","true",,"RBM10 (FI) RBM42"
"FI","predicted","-","0.9",,"MATR3 (FI) XRCC6","true",,"MATR3 (FI) XRCC6"
"FI","predicted","-","0.98",,"BOP1 (FI) NOP2","true",,"BOP1 (FI) NOP2"
"FI","complex; input","-","1.0",,"PRPF8 (FI) SNRPA1","true",,"PRPF8 (FI) SNRPA1"
"FI","predicted","-","0.9",,"MATR3 (FI) XRCC5","true",,"MATR3 (FI) XRCC5"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"CDC5L (FI) DHX15","true",,"CDC5L (FI) DHX15"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"C1QB (FI) C1QC","true",,"C1QB (FI) C1QC"
"FI","complex; input","-","1.0",,"CAPZB (FI) SPTBN1","true",,"CAPZB (FI) SPTBN1"
"FI","complex","-","1.0",,"DAP3 (FI) MRPS18B","true",,"DAP3 (FI) MRPS18B"
"FI","complex","-","1.0",,"UTP14A (FI) UTP6","true",,"UTP14A (FI) UTP6"
"FI","complex; input","-","1.0",,"DHX9 (FI) RBM42","true",,"DHX9 (FI) RBM42"
"FI","complex; input","-","1.0",,"NUP153 (FI) TPR","true",,"NUP153 (FI) TPR"
"FI","complex; input","-","1.0",,"KIF2A (FI) SURF4","true",,"KIF2A (FI) SURF4"
"FI","predicted","-","0.94",,"MCM5 (FI) MKI67","true",,"MCM5 (FI) MKI67"
"FI","predicted","-","0.9",,"HSP90AB1 (FI) TRIM25","true",,"HSP90AB1 (FI) TRIM25"
"FI","catalyzed by","<-","1.0",,"HNRNPC (FI) NUP153","true",,"HNRNPC (FI) NUP153"
"FI","complex; input","-","1.0",,"RPS5 (FI) UPF1","true",,"RPS5 (FI) UPF1"
"FI","activated by; complex; input","<-","1.0",,"UTP6 (FI) WDR43","true",,"UTP6 (FI) WDR43"
"FI","complex; input","-","1.0",,"RFC4 (FI) USP7","true",,"RFC4 (FI) USP7"
"FI","predicted","-","0.95",,"NBN (FI) PRKDC","true",,"NBN (FI) PRKDC"
"FI","predicted","-","0.95",,"DHX9 (FI) XRCC5","true",,"DHX9 (FI) XRCC5"
"FI","predicted","-","0.9",,"HNRNPU (FI) XRCC6","true",,"HNRNPU (FI) XRCC6"
"FI","PPrel: activated by; PPrel: inhibited by; complex; input","-","1.0",,"IQGAP1 (FI) RAC2","true",,"IQGAP1 (FI) RAC2"
"FI","complex; input","-","1.0",,"CCT7 (FI) TUBA4A","true",,"CCT7 (FI) TUBA4A"
"FI","predicted","-","0.95",,"DHX9 (FI) XRCC6","true",,"DHX9 (FI) XRCC6"
"FI","complex; input","-","1.0",,"AAAS (FI) NUP153","true",,"AAAS (FI) NUP153"
"FI","complex; input","-","1.0",,"DDX5 (FI) EFTUD2","true",,"DDX5 (FI) EFTUD2"
"FI","predicted","-","0.96",,"HSPD1 (FI) SF3B3","true",,"HSPD1 (FI) SF3B3"
"FI","predicted","-","0.94",,"NOP2 (FI) RPL7A","true",,"NOP2 (FI) RPL7A"
"FI","PPrel: activated by","<-","1.0",,"ITGA5 (FI) VTN","true",,"ITGA5 (FI) VTN"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL9 (FI) MRPS30","true",,"MRPL9 (FI) MRPS30"
"FI","complex","-","1.0",,"FIP1L1 (FI) POLR2B","true",,"FIP1L1 (FI) POLR2B"
"FI","complex","-","1.0",,"CPSF3 (FI) EFTUD2","true",,"CPSF3 (FI) EFTUD2"
"FI","catalyze","->","1.0",,"EXOSC2 (FI) PWP2","true",,"EXOSC2 (FI) PWP2"
"FI","complex","-","1.0",,"CCT7 (FI) TUBA3E","true",,"CCT7 (FI) TUBA3E"
"FI","catalyzed by","<-","1.0",,"TOP2A (FI) TPR","true",,"TOP2A (FI) TPR"
"FI","catalyzed by; complex; input","<-","1.0",,"CDC5L (FI) PUF60","true",,"CDC5L (FI) PUF60"
"FI","predicted","-","0.89",,"CSNK1A1 (FI) PRKDC","true",,"CSNK1A1 (FI) PRKDC"
"FI","activated by; complex; input","<-","1.0",,"MPHOSPH10 (FI) WDR75","true",,"MPHOSPH10 (FI) WDR75"
"FI","activate","->","1.0",,"RPS5 (FI) UTP6","true",,"RPS5 (FI) UTP6"
"FI","catalyze","->","1.0",,"EXOSC9 (FI) PWP2","true",,"EXOSC9 (FI) PWP2"
"FI","complex","-","1.0",,"CPSF3 (FI) RBM22","true",,"CPSF3 (FI) RBM22"
"FI","catalyzed by","<-","1.0",,"HNRNPC (FI) NUP133","true",,"HNRNPC (FI) NUP133"
"FI","complex; input","-","1.0",,"PRPF6 (FI) RBM10","true",,"PRPF6 (FI) RBM10"
"FI","complex; input","-","1.0",,"AAAS (FI) NUP35","true",,"AAAS (FI) NUP35"
"FI","predicted","-","0.92",,"DDB1 (FI) EFTUD2","true",,"DDB1 (FI) EFTUD2"
"FI","activate; complex; input","->","1.0",,"HEATR1 (FI) MPHOSPH10","true",,"HEATR1 (FI) MPHOSPH10"
"FI","complex; input","-","1.0",,"GSPT1 (FI) RPL38","true",,"GSPT1 (FI) RPL38"
"FI","activated by; complex; input","<-","1.0",,"UTP6 (FI) WDR75","true",,"UTP6 (FI) WDR75"
"FI","catalyzed by; complex; input","<-","1.0",,"RANBP2 (FI) TPR","true",,"RANBP2 (FI) TPR"
"FI","predicted","-","0.98",,"MCM4 (FI) SSRP1","true",,"MCM4 (FI) SSRP1"
"FI","activate","->","1.0",,"BOP1 (FI) HEATR1","true",,"BOP1 (FI) HEATR1"
"FI","complex","-","1.0",,"EMG1 (FI) UTP6","true",,"EMG1 (FI) UTP6"
"FI","complex; input","-","1.0",,"NUP107 (FI) RANGAP1","true",,"NUP107 (FI) RANGAP1"
"FI","activated by; catalyzed by","<-","1.0",,"UTP6 (FI) XRN2","true",,"UTP6 (FI) XRN2"
"FI","complex; input","-","1.0",,"PRPF6 (FI) RBM17","true",,"PRPF6 (FI) RBM17"
"FI","complex; input","-","1.0",,"NUP43 (FI) NUP98","true",,"NUP43 (FI) NUP98"
"FI","complex; input","-","1.0",,"BRCC3 (FI) NBN","true",,"BRCC3 (FI) NBN"
"FI","complex","-","1.0",,"CPSF3 (FI) SNRPA1","true",,"CPSF3 (FI) SNRPA1"
"FI","complex; input","-","1.0",,"HNRNPU (FI) SRRT","true",,"HNRNPU (FI) SRRT"
"FI","complex; input","-","1.0",,"NUP43 (FI) NUP93","true",,"NUP43 (FI) NUP93"
"FI","predicted","-","0.92",,"SIN3B (FI) SMARCA1","true",,"SIN3B (FI) SMARCA1"
"FI","complex","-","1.0",,"CPSF3 (FI) RBM17","true",,"CPSF3 (FI) RBM17"
"FI","predicted","-","0.9",,"CHD4 (FI) RBM10","true",,"CHD4 (FI) RBM10"
"FI","predicted","-","0.91",,"CHD4 (FI) XRCC5","true",,"CHD4 (FI) XRCC5"
"FI","predicted","-","0.92",,"GTPBP4 (FI) UTP14A","true",,"GTPBP4 (FI) UTP14A"
"FI","complex; input","-","1.0",,"POLR2B (FI) PRPF8","true",,"POLR2B (FI) PRPF8"
"FI","catalyze; complex; input","->","1.0",,"DDX5 (FI) SNRPA1","true",,"DDX5 (FI) SNRPA1"
"FI","complex; input","-","1.0",,"POLR2B (FI) PRPF6","true",,"POLR2B (FI) PRPF6"
"FI","complex","-","1.0",,"MPHOSPH10 (FI) UTP14A","true",,"MPHOSPH10 (FI) UTP14A"
"FI","complex; input","-","1.0",,"POLR2B (FI) PRPF3","true",,"POLR2B (FI) PRPF3"
"FI","predicted","-","0.9",,"CHD4 (FI) XRCC6","true",,"CHD4 (FI) XRCC6"
"FI","complex; input","-","1.0",,"KIF2A (FI) NUP98","true",,"KIF2A (FI) NUP98"
"FI","complex; input","-","1.0",,"XRCC5 (FI) XRCC6","true",,"XRCC5 (FI) XRCC6"
"FI","catalyze; complex; input","->","1.0",,"PRPF6 (FI) RBM22","true",,"PRPF6 (FI) RBM22"
"FI","predicted","-","0.94",,"ILF2 (FI) PUF60","true",,"ILF2 (FI) PUF60"
"FI","catalyze","->","1.0",,"EXOSC9 (FI) WDR43","true",,"EXOSC9 (FI) WDR43"
"FI","predicted","-","0.9",,"EFTUD2 (FI) MRTO4","true",,"EFTUD2 (FI) MRTO4"
"FI","complex","-","1.0",,"RRP9 (FI) UTP14A","true",,"RRP9 (FI) UTP14A"
"FI","predicted","-","0.95",,"CDC5L (FI) SIN3A","true",,"CDC5L (FI) SIN3A"
"FI","activated by; complex; input","<-","1.0",,"NOC4L (FI) NOL6","true",,"NOC4L (FI) NOL6"
"FI","complex; input","-","1.0",,"NUP107 (FI) NUP205","true",,"NUP107 (FI) NUP205"
"FI","activate","->","1.0",,"NIP7 (FI) PDCD11","true",,"NIP7 (FI) PDCD11"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"RPL38 (FI) RPL7A","true",,"RPL38 (FI) RPL7A"
"FI","predicted","-","0.93",,"APOH (FI) PLG","true",,"APOH (FI) PLG"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL17 (FI) MRPS17","true",,"MRPL17 (FI) MRPS17"
"FI","complex","-","1.0",,"RPP30 (FI) RPS5","true",,"RPP30 (FI) RPS5"
"FI","complex; input","-","1.0",,"DDX23 (FI) HNRNPC","true",,"DDX23 (FI) HNRNPC"
"FI","predicted","-","0.93",,"AZU1 (FI) CTSG","true",,"AZU1 (FI) CTSG"
"FI","activated by","<-","1.0",,"CPSF3 (FI) NUP43","true",,"CPSF3 (FI) NUP43"
"FI","predicted","-","0.91",,"HSPA9 (FI) TPT1","true",,"HSPA9 (FI) TPT1"
"FI","complex; input","-","1.0",,"DDX23 (FI) DDX46","true",,"DDX23 (FI) DDX46"
"FI","catalyzed by","<-","1.0",,"HNRNPC (FI) NUP107","true",,"HNRNPC (FI) NUP107"
"FI","catalyzed by; complex; input","<-","1.0",,"CDC5L (FI) EFTUD2","true",,"CDC5L (FI) EFTUD2"
"FI","predicted","-","0.89",,"ITGAX (FI) ITGB3","true",,"ITGAX (FI) ITGB3"
"FI","PPrel: inhibited by; complex; input","|-","1.0",,"C1QA (FI) SERPING1","true",,"C1QA (FI) SERPING1"
"FI","PPrel: activation; complex; input","->","1.0",,"COMP (FI) ITGB3","true",,"COMP (FI) ITGB3"
"FI","complex","-","1.0",,"ITGAX (FI) ITGB7","true",,"ITGAX (FI) ITGB7"
"FI","complex; input","-","1.0",,"DDX23 (FI) HNRNPU","true",,"DDX23 (FI) HNRNPU"
"FI","PPrel: activation","->","1.0",,"COMP (FI) ITGB7","true",,"COMP (FI) ITGB7"
"FI","predicted","-","0.91",,"FRG1 (FI) PLRG1","true",,"FRG1 (FI) PLRG1"
"FI","complex","-","1.0",,"PRPF3 (FI) RBM42","true",,"PRPF3 (FI) RBM42"
"FI","predicted","-","0.89",,"EBNA1BP2 (FI) RRP12","true",,"EBNA1BP2 (FI) RRP12"
"FI","activate; complex; input","->","1.0",,"UTP15 (FI) UTP6","true",,"UTP15 (FI) UTP6"
"FI","catalyzed by","<-","1.0",,"EMG1 (FI) EXOSC9","true",,"EMG1 (FI) EXOSC9"
"FI","predicted","-","0.94",,"HNRNPC (FI) MYBBP1A","true",,"HNRNPC (FI) MYBBP1A"
"FI","activated by","<-","1.0",,"CPSF3 (FI) NUP35","true",,"CPSF3 (FI) NUP35"
"FI","complex; input","-","1.0",,"NUP43 (FI) NUP88","true",,"NUP43 (FI) NUP88"
"FI","complex; input","-","1.0",,"SNRNP200 (FI) SNRPA1","true",,"SNRNP200 (FI) SNRPA1"
"FI","complex","-","1.0",,"CPSF3 (FI) SNRNP200","true",,"CPSF3 (FI) SNRNP200"
"FI","complex; input","-","1.0",,"PRPF3 (FI) RBM10","true",,"PRPF3 (FI) RBM10"
"FI","predicted","-","0.91",,"FRG1 (FI) SNRNP200","true",,"FRG1 (FI) SNRNP200"
"FI","predicted","-","0.93",,"NAT10 (FI) NOP58","true",,"NAT10 (FI) NOP58"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL17 (FI) MRPS30","true",,"MRPL17 (FI) MRPS30"
"FI","complex; input","-","1.0",,"MYBBP1A (FI) SMARCA5","true",,"MYBBP1A (FI) SMARCA5"
"FI","activated by","<-","1.0",,"CPSF3 (FI) NUP62","true",,"CPSF3 (FI) NUP62"
"FI","predicted","-","0.9",,"HNRNPC (FI) SMARCA5","true",,"HNRNPC (FI) SMARCA5"
"FI","catalyze","->","1.0",,"NUP88 (FI) XPOT","true",,"NUP88 (FI) XPOT"
"FI","predicted","-","0.96",,"DDB1 (FI) PUF60","true",,"DDB1 (FI) PUF60"
"FI","complex; input","-","1.0",,"PRPF3 (FI) RBM17","true",,"PRPF3 (FI) RBM17"
"FI","complex; input","-","1.0",,"NUP43 (FI) NUP54","true",,"NUP43 (FI) NUP54"
"FI","complex; input","-","1.0",,"AAAS (FI) TPR","true",,"AAAS (FI) TPR"
"FI","activate; complex; input","->","1.0",,"NOL6 (FI) PWP2","true",,"NOL6 (FI) PWP2"
"FI","predicted","-","0.92",,"NAT10 (FI) NOP56","true",,"NAT10 (FI) NOP56"
"FI","predicted","-","0.9",,"CHD4 (FI) ILF2","true",,"CHD4 (FI) ILF2"
"FI","activate; activated by; catalyzed by","<->","1.0",,"NOL6 (FI) XRN2","true",,"NOL6 (FI) XRN2"
"FI","complex; input","-","1.0",,"KIF2A (FI) PDS5A","true",,"KIF2A (FI) PDS5A"
"FI","predicted","-","0.94",,"MYBBP1A (FI) RPL7A","true",,"MYBBP1A (FI) RPL7A"
"FI","complex; input","-","1.0",,"HEATR1 (FI) WDR43","true",,"HEATR1 (FI) WDR43"
"FI","activated by; complex; input","<-","1.0",,"MPHOSPH10 (FI) WDR43","true",,"MPHOSPH10 (FI) WDR43"
"FI","predicted","-","0.89",,"EFTUD2 (FI) NSUN2","true",,"EFTUD2 (FI) NSUN2"
"FI","complex; input","-","1.0",,"HNRNPC (FI) SMU1","true",,"HNRNPC (FI) SMU1"
"FI","activated by","<-","1.0",,"CPSF3 (FI) NUP54","true",,"CPSF3 (FI) NUP54"
"FI","predicted","-","0.9",,"DDB1 (FI) SIN3A","true",,"DDB1 (FI) SIN3A"
"FI","catalyzed by; complex; input","<-","1.0",,"SF3B3 (FI) SRRT","true",,"SF3B3 (FI) SRRT"
"FI","catalyze; catalyzed by; complex; input","<->","1.0",,"CDK7 (FI) POLR2B","true",,"CDK7 (FI) POLR2B"
"FI","predicted","-","0.93",,"MYBBP1A (FI) NOP56","true",,"MYBBP1A (FI) NOP56"
"FI","activated by; catalyzed by","<-","1.0",,"F12 (FI) KNG1","true",,"F12 (FI) KNG1"
"FI","predicted","-","0.91",,"DDX23 (FI) SSRP1","true",,"DDX23 (FI) SSRP1"
"FI","complex; input","-","1.0",,"NUP43 (FI) NUP62","true",,"NUP43 (FI) NUP62"
"FI","predicted","-","0.95",,"BAZ1B (FI) CHD4","true",,"BAZ1B (FI) CHD4"
"FI","complex","-","1.0",,"HSP90AA1 (FI) TUBA4A","true",,"HSP90AA1 (FI) TUBA4A"
"FI","complex; input","-","1.0",,"NUP43 (FI) PDS5A","true",,"NUP43 (FI) PDS5A"
"FI","PPrel: binding/association","-","1.0",,"MYH7 (FI) MYL3","false",,"MYH7 (FI) MYL3"
"FI","complex","-","1.0",,"KRR1 (FI) PDCD11","true",,"KRR1 (FI) PDCD11"
"FI","predicted","-","0.91",,"FRG1 (FI) PRPF8","true",,"FRG1 (FI) PRPF8"
"FI","complex","-","1.0",,"NOC4L (FI) UTP14A","true",,"NOC4L (FI) UTP14A"
"FI","activated by; complex; input","<-","1.0",,"EMG1 (FI) HEATR1","true",,"EMG1 (FI) HEATR1"
"FI","catalyzed by; complex; input","<-","1.0",,"MRPL1 (FI) MRPS18B","true",,"MRPL1 (FI) MRPS18B"
"FI","catalyzed by","<-","1.0",,"F12 (FI) F2","true",,"F12 (FI) F2"
"FI","complex; input","-","1.0",,"PRPF8 (FI) RBM17","true",,"PRPF8 (FI) RBM17"
"FI","catalyzed by","<-","1.0",,"C5 (FI) CPN2","true",,"C5 (FI) CPN2"
"FI","complex; input","-","1.0",,"NUP205 (FI) TPR","true",,"NUP205 (FI) TPR"
"FI","complex; input","-","1.0",,"PRPF8 (FI) RBM10","true",,"PRPF8 (FI) RBM10"
"FI","predicted","-","0.95",,"APOA1 (FI) CLU","true",,"APOA1 (FI) CLU"
"FI","complex","-","1.0",,"NUP54 (FI) RANGAP1","true",,"NUP54 (FI) RANGAP1"
"FI","predicted","-","0.92",,"HSP90AA1 (FI) PRKDC","true",,"HSP90AA1 (FI) PRKDC"
"FI","activated by","<-","1.0",,"CPSF3 (FI) NUP133","true",,"CPSF3 (FI) NUP133"
"FI","complex","-","1.0",,"DAP3 (FI) MRPS30","true",,"DAP3 (FI) MRPS30"
"FI","complex","-","1.0",,"MPHOSPH10 (FI) RRP9","true",,"MPHOSPH10 (FI) RRP9"
